"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1AZYV0076","PRESCOTT 2.9 WSW, AZ US","34.5181","-112.5026","1730.7","2018-07",,,,
"USS0007M21S","MIDDLE CREEK, CO US","37.62","-107.03","3429.0","2018-07","19.1",",,,T","6.3",",,,T"
"USS0006K24S","COPPER MOUNTAIN, CO US","39.49","-106.17","3215.6","2018-07","22.3",",,,T","5.3","1,,,T"
"US1COJF0376","LITTLETON 6.0 W, CO US","39.618","-105.1303","1756.0","2018-07",,,,
"USR0000AGRE","GREER ARIZONA, AZ US","34.06","-109.45","2499.4","2018-07","25.8",",,,U","12.4",",,,U"
"USC00297612","ROSWELL NORTH, NM US","33.4277","-104.5338","1104.0","2018-07",,,,
"USC00054452","KASSLER, CO US","39.49","-105.0952","1702.9","2018-07","30.7",",,,7","15.0",",,,7"
"USS0005R01S","SIERRA BLANCA, NM US","33.4","-105.79","3133.3","2018-07","18.6",",,,T","10.6",",,,T"
"US1AZYV0091","PRESCOTT 2.6 E, AZ US","34.5341","-112.4155","1832.2","2018-07",,,,
"US1COLR1020","FORT COLLINS 4.9 N, CO US","40.6259","-105.0621","1546.3","2018-07",,,,
"US1AZYV0087","DEWEY HUMBOLDT 1.4 SE, AZ US","34.514","-112.2241","1390.8","2018-07",,,,
"USC00020632","BARTLETT DAM, AZ US","33.8097","-111.6497","502.9","2018-07",,,,
"US1AZYV0084","PRESCOTT 4.3 NW, AZ US","34.582","-112.5161","1662.1","2018-07",,,,
"US1NMBR0008","ALBUQUERQUE 7.8 ENE, NM US","35.1463","-106.4906","1859.0","2018-07",,,,
"US1NMBR0007","ALBUQUERQUE 7.1 SW, NM US","35.05","-106.7199","1531.9","2018-07",,,,
"USS0008M02S","MANCOS, CO US","37.43","-108.17","3048.0","2018-07","21.5",",,,T","12.1","1,,,T"
"US1NMDA0070","LAS CRUCES 4.9 S, NM US","32.265","-106.7516","1186.0","2018-07",,,,
"US1COBO0057","NEDERLAND 5.8 E, CO US","39.9714","-105.3968","2401.8","2018-07",,,,
"USC00057515","SEDGWICK 5 S, CO US","40.8658","-102.51615","1218.0","2018-07","30.3",",,,7","15.2",",,,7"
"US1NMRA0022","ESPA OLA 5.4 WNW, NM US","36.0456","-106.1517","1955.0","2018-07",,,,
"US1UTTL0008","STOCKTON 0.6 NW, UT US","40.4582","-112.3703","1550.5","2018-07",,,,
"USC00028590","TOHONO CHUL, AZ US","32.3391","-110.9808","770.2","2018-07","39.0","4,,,7","22.0","5,,,7"
"US1COEP0175","MANITOU SPRINGS 1.2 ESE, CO US","38.848","-104.8911","1948.0","2018-07",,,,
"USC00057519","SEIBERT, CO US","39.29505","-102.86765","1434.4","2018-07","31.1",",,,7","14.6",",,,7"
"USC00429111","VERNAL, UT US","40.4402","-109.5355","1629.2","2018-07","33.3",",,,7","16.1",",,,7"
"USC00429595","WOODRUFF, UT US","41.525","-111.1494","1924.8","2018-07","29.9",",,,7","8.1",",,,7"
"USC00057510","SEDALIA 4 SSE, CO US","39.38559","-104.94537","1830.9","2018-07",,,,
"US1AZYV0055","CORNVILLE 0.8 SSE, AZ US","34.7063","-111.9185","1012.2","2018-07",,,,
"US1AZYV0052","PRESCOTT 11.1 SW, AZ US","34.4349","-112.6079","1466.4","2018-07",,,,
"US1NMBR0017","ALBUQUERQUE 8 NE, NM US","35.1861","-106.5071","1816.0","2018-07",,,,
"USS0005J11S","HOURGLASS LAKE, CO US","40.58","-105.63","2859.0","2018-07","22.8",",,,T","7.1",",,,T"
"US1NMBR0015","ALBUQUERQUE 5.3 E, NM US","35.1192","-106.5283","1698.0","2018-07",,,,
"US1NMRA0014","ALCALDE 14 NE, NM US","36.2225","-105.8686","1816.0","2018-07",,,,
"US1NMBR0012","ALBUQUERQUE 3.4 SE, NM US","35.0829","-106.5814","1606.9","2018-07",,,,
"US1NMBR0032","ALBUQUERQUE 2.1 SE, NM US","35.0923","-106.6014","1581.0","2018-07",,,,
"US1COJF0395","EVERGREEN 2.0 ESE, CO US","39.6244","-105.3068","2358.5","2018-07",,,,
"USC00055327","MANCOS 1 SW, CO US","37.335","-108.3161","2102.2","2018-07","30.4",",,,7","11.4",",,,7"
"US1COAR0043","DENVER 9.4 S, CO US","39.6025","-104.9762","1676.4","2018-07",,,,
"USC00052294","DIVIDE 4 NW, CO US","38.9608","-105.2158","2784.0","2018-07","24.8",",,,7","8.4",",,,7"
"US1COJF0399","WESTMINSTER 1.7 NNW, CO US","39.9055","-105.0572","1613.3","2018-07",,,,
"USC00058839","WATERDALE, CO US","40.4256","-105.2103","1594.1","2018-07","29.5",",,,7","13.1",",,,7"
"USC00420788","BLUFF, UT US","37.2824","-109.5575","1316.4","2018-07","36.7",",,,7","19.5",",,,7"
"US1COEP0189","FALCON ESTATES 2.4 WNW, CO US","38.9384","-104.8426","1996.4","2018-07",,,,
"USC00053146","FRUITA, CO US","39.14449","-108.728","1371.0","2018-07","37.4",",,,7","16.1",",,,7"
"USR0000APAY","PAYSON ARIZONA, AZ US","34.2431","-111.3028","1516.4","2018-07","33.8",",,,U","19.2",",,,U"
"US1NMSF0111","SANTA FE 8.3 SW, NM US","35.5897","-106.054","1924.5","2018-07",,,,
"US1COLR1091","LOVELAND 5.3 SSW, CO US","40.3452","-105.1004","1577.6","2018-07",,,,
"USR0000ACHR","CHIRICAHUA ARIZONA, AZ US","32.0","-109.35","1645.9","2018-07","31.8",",,,U","18.1",",,,U"
"US1NMSF0110","SANTA FE 3.3 WNW, NM US","35.701","-106.0058","2084.8","2018-07",,,,
"US1AZYV0061","CHINO VALLEY 4.7 WNW, AZ US","34.7741","-112.5278","1503.3","2018-07",,,,
"US1NMDA0011","DONA ANA 0.7 SE, NM US","32.3829","-106.8076","1208.2","2018-07",,,,
"US1COBO0072","BOULDER 1.3 NW, CO US","40.0242","-105.2689","1638.9","2018-07",,,,
"US1AZYV0060","SPRING VALLEY 0.4 SW, AZ US","34.34","-112.164","1188.7","2018-07",,,,
"USR0000APAR","PARIA POINT ARIZONA, AZ US","36.7278","-111.8219","2205.2","2018-07","31.3",",,,U","17.3",",,,U"
"USS0005J10S","LAKE IRENE, CO US","40.41","-105.82","3261.4","2018-07","19.6",",,,T","6.0",",,,T"
"US1NMRA0007","ALCALDE 19 N, NM US","36.3745","-106.0468","1975.1","2018-07",,,,
"US1COBO0075","NEDERLAND 2.61 NNE, CO US","39.986","-105.4848","2542.0","2018-07",,,,
"USR0000ACHE","CHERRY ARIZONA, AZ US","34.5964","-112.0481","1554.5","2018-07","33.2",",,,U","16.6",",,,U"
"US1NMRA0001","ALCALDE 5.9 NE, NM US","36.1478","-105.9875","1751.1","2018-07",,,,
"US1AZYV0068","PRESCOTT 0.8 WSW, AZ US","34.534","-112.4714","1637.1","2018-07",,,,
"US1AZYV0067","PRESCOTT 3.8 NW, AZ US","34.5811","-112.503","1678.2","2018-07",,,,
"US1NMSF0115","SANTA FE 1.1 S, NM US","35.6625","-105.9518","2125.7","2018-07",,,,
"USC00056205","OURAY NUMBER 2, CO US","38.0263","-107.6725","2352.4","2018-07","28.2",",,,7","12.4",",,,7"
"US1NMBR0040","ALBUQUERQUE 8.1 ESE, NM US","35.0831","-106.4869","1816.9","2018-07",,,,
"USC00058860","WAVERLY 1 W, CO US","37.4297","-106.0317","2317.4","2018-07","27.1",",,,7","9.0",",,,7"
"USC00427395","ROOSEVELT RADIO, UT US","40.2878","-109.9586","1528.3","2018-07","35.5",",,,7","13.1",",,,7"
"US1COEP0158","COLORADO SPRINGS 2.7 WSW, CO US","38.8161","-104.8645","1914.1","2018-07",,,,
"US1COLR1056","FORT COLLINS 1.0 SE, CO US","40.5437","-105.0564","1520.6","2018-07",,,,
"US1NMSF0102","SANTA FE 15.7 SSW, NM US","35.4844","-106.1001","1900.1","2018-07",,,,
"USR0000AGOO","GOODWIN MESA ARIZONA, AZ US","34.75","-113.3","1280.2","2018-07","34.1",",,,U","21.3",",,,U"
"US1NMSF0101","GLORIETA 2.4 E, NM US","35.5894","-105.7288","2238.5","2018-07",,,,
"US1AZYV0030","SEDONA 9.0 WSW, AZ US","34.7973","-111.9","1122.6","2018-07",,,,
"US1NMSF0100","EDGEWOOD 1.6 NW, NM US","35.1004","-106.1943","2014.1","2018-07",,,,
"US1COBO0084","LONGMONT 2.6 NW, CO US","40.1951","-105.1323","1545.0","2018-07",,,,
"US1NMDA0024","LAS CRUCES 3.9 NNE, NM US","32.3844","-106.7217","1332.9","2018-07",,,,
"US1NMBR0037","ALBUQUERQUE 2.4 E, NM US","35.1202","-106.5815","1595.9","2018-07",,,,
"USC00050909","BRECKENRIDGE, CO US","39.48637","-106.04314","2925.5","2018-07",,,,
"US1NMSF0105","SANTA FE 4.1 SE, NM US","35.6353","-105.9041","2278.7","2018-07",,,,
"US1AZMR0506","PHOENIX 6.0 NNE, AZ US","33.5225","-112.0406","363.9","2018-07",,,,
"US1NMBR0034","ALBUQUERQUE 4.6 E, NM US","35.1278","-106.5437","1676.1","2018-07",,,,
"US1NMSF0104","POJOAQUE 0.2 SW, NM US","35.8913","-106.0124","1824.8","2018-07",,,,
"US1COOR0019","RIDGWAY 5.3 NNW, CO US","38.2198","-107.8063","2383.8","2018-07",,,,
"US1AZCN0148","SEDONA 0.4 SSW, AZ US","34.8551","-111.7631","1309.1","2018-07",,,,
"US1AZCN0143","FLAGSTAFF 1.5 WSW, AZ US","35.1848","-111.6763","2133.0","2018-07",,,,
"US1COEP0169","FOUNTAIN 0.5 E, CO US","38.668","-104.6836","1682.8","2018-07",,,,
"US1COLR1066","FORT COLLINS 3.4 WNW, CO US","40.5703","-105.1311","1558.4","2018-07",,,,
"US1COOR0013","RIDGWAY 3.3 NNW, CO US","38.2013","-107.77","2323.5","2018-07",,,,
"US1AZCN0140","FLAGSTAFF 9.8 NNE, AZ US","35.3091","-111.5541","2088.5","2018-07",,,,
"US1AZYV0042","PRESCOTT 4.6 N, AZ US","34.6062","-112.4623","1599.0","2018-07",,,,
"USR0000CEDM","CEDAR MOUNTAINS STOCKTON 24 W, UT US","40.3008","-112.7764","1219.2","2018-07","36.5",",,,U","18.3",",,,U"
"US1NMDA0035","LAS CRUCES 2.9 NW, NM US","32.368","-106.7895","1222.9","2018-07",,,,
"US1COBO0099","HYGIENE .79 N, CO US","40.1998","-105.1785","1574.9","2018-07",,,,
"US1AZYV0049","PRESCOTT 0.8 S, AZ US","34.5288","-112.4611","1731.0","2018-07",,,,
"US1NMBR0046","TIJERAS 1.0 SSW, NM US","35.0761","-106.3846","1941.9","2018-07",,,,
"US1COEL0079","KIOWA 6.1 ENE, CO US","39.3908","-104.3628","1881.2","2018-07",,,,
"US1UTBE0016","BEAR RIVER CITY 2.3 WNW, UT US","41.624","-112.1657","1297.8","2018-07",,,,
"USC00420738","BLANDING, UT US","37.613","-109.4847","1838.6","2018-07","32.9",",,,7","18.5",",,,7"
"USC00297226","RAGLAND 3 SSW, NM US","34.78","-103.7491","1542.3","2018-07","32.8","3,,,7","16.7","3,,,7"
"US1COEL0076","ELBERT 4.6 SSE, CO US","39.157","-104.5034","2190.6","2018-07",,,,
"US1AZCN0113","FLAGSTAFF 2.6 SW, AZ US","35.1639","-111.6833","2113.5","2018-07",,,,
"USW00023160","TUCSON INTERNATIONAL AIRPORT, AZ US","32.1313","-110.9552","776.9","2018-07","38.2",",,,W","25.1",",,,W"
"US1UTWG0009","HURRICANE 2.4 E, UT US","37.1576","-113.296","998.2","2018-07",,,,
"USW00093033","CAVERN CITY AIRPORT, NM US","32.3335","-104.258","985.1","2018-07","35.4",",,,W","21.2",",,,W"
"US1COLR0104","LOVELAND 3.0 NNE, CO US","40.4407","-105.0619","1519.1","2018-07",,,,
"USW00023162","DELTA, UT US","39.3374","-112.5856","1408.2","2018-07","35.8","1,,,7","15.7",",,,7"
"US1COPU0109","PUEBLO 2.5 SSW, CO US","38.2643","-104.6333","1449.6","2018-07",,,,
"US1UTBE0010","BOTHWELL 2.6 WSW, UT US","41.7095","-112.3179","1460.0","2018-07",,,,
"USC00052668","ELLICOTT 7 S, CO US","38.74028","-104.39944","1749.2","2018-07","32.0",",,,7","16.4",",,,7"
"US1AZCH0054","HEREFORD 9.0 SW, AZ US","31.3516","-110.2132","1455.1","2018-07",,,,
"USC00425194","LOGAN 5 SW EXPERIMENTAL FARM, UT US","41.6661","-111.8913","1367.9","2018-07","32.7",",,,7","13.8",",,,7"
"US1AZCN0111","FLAGSTAFF 3.8 NE, AZ US","35.2232","-111.5953","2107.4","2018-07",,,,
"USC00420730","BLACK ROCK, UT US","38.7076","-112.9539","1498.4","2018-07","37.6",",,,7","16.0",",,,7"
"US1AZMR0082","PHOENIX 9.2 NE, AZ US","33.572","-112.0132","447.8","2018-07",,,,
"US1UTBE0014","BRIGHAM CITY 0.6 W, UT US","41.509","-112.0208","1346.6","2018-07",,,,
"US1COPU0103","PUEBLO 4.7 SE, CO US","38.2593","-104.5478","1419.1","2018-07",,,,
"US1AZCH0050","DOUGLAS 1.0 E, AZ US","31.3411","-109.5226","1246.0","2018-07",,,,
"US1COPU0101","PUEBLO 1.9 E, CO US","38.2998","-104.5847","1488.0","2018-07",,,,
"USW00024015","AKRON WASHINGTON CO AIRPORT, CO US","40.16667","-103.21667","1421.3","2018-07","31.3",",,,W","15.8",",,,W"
"US1UTBE0013","TREMONTON 2.9 WSW, UT US","41.6953","-112.228","1308.2","2018-07",,,,
"US1UTML0001","OAK CITY 0.3 SSE, UT US","39.3723","-112.3339","1565.1","2018-07",,,,
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-07","27.3",",,,U","10.2",",,,U"
"US1AZCH0057","SIERRA VISTA 1.8 SE, AZ US","31.53","-110.2804","1410.0","2018-07",,,,
"US1AZYV0018","COTTONWOOD 1.4 WSW, AZ US","34.7231","-112.0238","1068.0","2018-07",,,,
"USR0000ATWE","TWEEDS POINT ARIZONA, AZ US","36.5819","-113.7319","1585.0","2018-07","33.1",",,,U","22.1",",,,U"
"USW00093026","DOUGLAS BISBEE INL AIRPORT, AZ US","31.4583","-109.6061","1251.2","2018-07","34.8",",,,W","19.5",",,,W"
"USW00093027","ST JOHNS INDUSTRIAL AIR PARK, AZ US","34.51833","-109.37917","1747.4","2018-07","33.4",",,,W","17.3",",,,W"
"USR0000CEST","ESTES PARK COLORADO, CO US","40.3667","-105.55","2383.5","2018-07","26.8",",,,U","7.9",",,,U"
"US1COPU0118","PUEBLO 5.0 S, CO US","38.2253","-104.6225","1467.0","2018-07",,,,
"US1COEL0086","KIOWA 6.7 N, CO US","39.4415","-104.4449","1901.6","2018-07",,,,
"USW00023170","HANKSVILLE, UT US","38.36921","-110.71447","1313.7","2018-07","37.9",",,,7","18.0",",,,7"
"US1COEL0085","DEER TRAIL 6.6 SW, CO US","39.547","-104.127","1666.6","2018-07",,,,
"US1AZCN0126","MORMON LAKE 0.9 E, AZ US","34.9092","-111.4479","2188.2","2018-07",,,,
"US1AZCN0127","MUNDS PARK 0.6 ENE, AZ US","34.948","-111.6302","2037.0","2018-07",,,,
"US1AZCH0066","HEREFORD 1.9 WSW, AZ US","31.437","-110.1296","1304.5","2018-07",,,,
"US1AZMR0075","GILBERT 3.8 NW, AZ US","33.3741","-111.8053","373.4","2018-07",,,,
"USC00426053","NATURAL BRIDGES N.M., UT US","37.6094","-109.9772","1983.6","2018-07","32.4",",,,7","16.9",",,,7"
"USR0000ATUS","TUSAYAN ARIZONA, AZ US","35.99","-112.12","2042.2","2018-07","30.7",",,,U","11.6",",,,U"
"US1UTWG0016","MIDDLETON 1.0 SE, UT US","37.1114","-113.5364","0.0","2018-07",,,,
"USC00054834","LAS ANIMAS, CO US","38.0635","-103.2152","1185.7","2018-07","35.4",",,,7","18.1",",,,7"
"US1AZCH0064","BENSON 3.4 W, AZ US","31.9551","-110.3483","1255.2","2018-07",,,,
"US1AZCN0122","FLAGSTAFF 1.3 NE, AZ US","35.2028","-111.6336","2140.3","2018-07",,,,
"US1COLR0112","FORT COLLINS 3.9 NNE, CO US","40.6079","-105.0422","1530.1","2018-07",,,,
"US1AZCH0063","HEREFORD 7.8 WNW, AZ US","31.4523","-110.2249","1403.3","2018-07",,,,
"US1COPU0115","RYE 1.4 N, CO US","37.9417","-104.933","2137.9","2018-07",,,,
"US1AZMR0071","SCOTTSDALE 7.8 SSW, AZ US","33.4741","-111.9395","387.4","2018-07",,,,
"USC00053500","GRAND LAKE 6 SSW, CO US","40.1849","-105.8666","2526.2","2018-07","25.0",",,,7","7.1",",,,7"
"US1AZYV0022","PRESCOTT 4.4 ENE, AZ US","34.5613","-112.3863","1648.4","2018-07",,,,
"USC00059297","YUMA 10 NW, CO US","40.2094","-102.8116","1252.7","2018-07",,,,
"US1AZCH0069","DOUGLAS 8.8 NNW, AZ US","31.4583","-109.5969","1251.5","2018-07",,,,
"USS0011P08S","SNOWSLIDE CANYON, AZ US","35.34","-111.65","2965.7","2018-07","21.1",",,,T","8.9",",,,T"
"USC00059295","YUMA, CO US","40.12367","-102.72171","1260.0","2018-07","32.5",",,,7","16.8",",,,7"
"USC00290600","ARTESIA 6 S, NM US","32.7547","-104.3835","1026.0","2018-07","34.9",",,,7","19.2",",,,7"
"USC00291931","CLOUDCROFT, NM US","32.9544","-105.7352","2645.4","2018-07","22.7",",,,7","10.2",",,,7"
"US1COEL0090","SIMLA 5.3 SSE, CO US","39.0716","-104.0393","1931.8","2018-07",,,,
"USC00053530","GRANT, CO US","39.4607","-105.6785","2644.1","2018-07","24.5",",,,7","7.1",",,,7"
"USC00298535","STATE UNIVERSITY, NM US","32.2823","-106.7598","1184.5","2018-07","35.7",",,,7","21.0",",,,7"
"USS0011H59S","LIGHTNING RIDGE, UT US","41.36","-111.49","2503.9","2018-07","25.1",",,,T","13.9",",,,T"
"US1COCN0006","CAPULIN 2.9 ENE, CO US","37.2946","-106.0699","2359.8","2018-07",,,,
"US1AZCN0107","FLAGSTAFF 1.2 ENE, AZ US","35.1952","-111.6293","2100.7","2018-07",,,,
"US1UTBE0008","GARLAND 1.0 SE, UT US","41.7267","-112.1482","1319.2","2018-07",,,,
"US1UTBE0006","THATCHER 1.7 ESE, UT US","41.6947","-112.2675","1308.2","2018-07",,,,
"USW00093044","ZUNI, NM US","35.0705","-108.8388","1923.6","2018-07","32.5",",,,7","13.4",",,,7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","2018-07","33.6",",,,7","13.5",",,,7"
"USW00093045","TRUTH OR CONSEQUENCES MUNICIPAL AIRPORT, NM US","33.23667","-107.26806","1478.3","2018-07","34.4","1,,,W","21.0","2,,,W"
"US1AZMR0096","MESA 1.5 SSW, AZ US","33.3978","-111.7501","386.2","2018-07",,,,
"USC00425186","LOGAN UTAH ST U, UT US","41.7456","-111.8033","1460.0","2018-07","33.1",",,,7","17.4",",,,7"
"USW00023159","BRYCE CANYON AIRPORT, UT US","37.70639","-112.14556","2312.2","2018-07","28.9",",,,W","10.0",",,,W"
"US1UTBE0002","BRIGHAM CITY 1.2 N, UT US","41.5267","-112.005","1330.1","2018-07",,,,
"USR0000APLE","PLEASANT VALLEY ARIZONA, AZ US","34.0933","-110.9333","1539.2","2018-07","32.8",",,,U","17.4",",,,U"
"USC00025924","NOGALES 6 N, AZ US","31.4554","-110.968","1054.9","2018-07","34.9",",,,7","18.8",",,,7"
"USC00055706","MONTE VISTA 2 W, CO US","37.581","-106.187","2344.5","2018-07","27.8",",,,7","8.7",",,,7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","38.81","-104.6884","1884.0","2018-07","30.2",",,,W","14.8",",,,W"
"USC00291910","CLIFF 11 SE, NM US","32.834","-108.5048","1454.8","2018-07","32.8","2,,,7","15.6","2,,,7"
"US1AZPM0087","TUCSON 8.9 E, AZ US","32.2009","-110.7691","880.0","2018-07",,,,
"US1AZYV0005","MAYER 8.5 SSE, AZ US","34.2821","-112.1983","986.6","2018-07",,,,
"USR0000ACRO","CROWN KING ARIZONA, AZ US","34.2083","-112.3333","1798.3","2018-07","31.0",",,,U","16.6",",,,U"
"US1AZPM0082","TUCSON 5.8 ENE, AZ US","32.2261","-110.7984","805.9","2018-07",,,,
"US1AZPM0083","ORO VALLEY 2.8 NNE, AZ US","32.4639","-110.9542","908.6","2018-07",,,,
"US1AZYV0001","PRESCOTT VALLEY 1.1 ESE, AZ US","34.6016","-112.3043","1523.1","2018-07",,,,
"USC00055733","MONUMENT 3 S, CO US","39.0563","-104.8684","2079.0","2018-07","29.3",",,,7","11.6",",,,7"
"USR0000ATRU","TRUXTON CANYON ARIZONA, AZ US","35.7825","-113.7942","1630.7","2018-07","32.6",",,,U","21.4",",,,U"
"US1COAD0216","THORNTON 6.2 NNE, CO US","39.9674","-104.8936","1571.9","2018-07",,,,
"USC00298518","STANLEY 2 NNE, NM US","35.1766","-105.9438","1943.1","2018-07","31.6",",,,7","13.9",",,,7"
"USR0000ALBE","LINDBERGH HILL ARIZONA, AZ US","36.2858","-112.0794","2682.2","2018-07","26.3",",,,U","11.4",",,,U"
"US1COLR0142","WEL 1.8 NE, CO US","40.7257","-104.9662","1603.9","2018-07",,,,
"US1COLR0140","WEL 4.8 NW, CO US","40.7385","-105.0833","1627.0","2018-07",,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","39.7294","-105.0083","1593.5","2018-07","33.4",",,,7","16.8",",,,7"
"USC00053553","GREELEY UNC, CO US","40.4022","-104.6991","1437.1","2018-07","32.3",",,,7","15.2",",,,7"
"USC00425148","LOA, UT US","38.4058","-111.6433","2154.9","2018-07","29.9",",,,7","12.1",",,,7"
"US1AZCH0017","SIERRA VISTA 1.3 E, AZ US","31.549","-110.2776","1391.7","2018-07",,,,
"USR0000CRIF","RIFLE COLORADO, CO US","39.5122","-107.7492","1865.4","2018-07","34.1",",,,U","16.8",",,,U"
"US1AZCH0012","DOUGLAS 7.3 WNW, AZ US","31.3688","-109.6594","1240.8","2018-07",,,,
"US1COJF0318","EVERGREEN 3.6 SSW, CO US","39.5839","-105.3653","2403.0","2018-07",,,,
"US1COME0024","MACK 5 NW, CO US","39.263","-108.9319","1408.2","2018-07",,,,
"USC00053541","GREAT SAND DUNES NATIONAL PARK AND PRESERVE, CO US","37.7332","-105.5119","2494.2","2018-07","28.1",",,,7","11.8",",,,7"
"USW00003103","FLAGSTAFF PULLIAM AIRPORT, AZ US","35.1441","-111.6663","2134.5","2018-07","28.2",",,,W","11.8",",,,W"
"USC00055722","MONTROSE NUMBER 2, CO US","38.4858","-107.8791","1764.5","2018-07","34.6",",,,7","17.0",",,,7"
"US1AZCH0022","WHETSTONE 2.6 SW, AZ US","31.6867","-110.3806","1373.7","2018-07",,,,
"USC00299851","YESO 2 S, NM US","34.403","-104.6128","1478.3","2018-07","33.4",",,,7","17.5",",,,7"
"US1COLR1002","BELLVUE 5.0 W, CO US","40.6159","-105.2637","2121.4","2018-07",,,,
"USC00295490","MAXWELL 3 NW, NM US","36.5697","-104.5866","1834.0","2018-07","30.5",",,,7","12.1",",,,7"
"USR0000ALAK","LAKESIDE ARIZONA, AZ US","34.16","-109.98","2133.6","2018-07","28.9",",,,U","13.3",",,,U"
"US1AZCH0027","SIERRA VISTA 7.2 SE, AZ US","31.4661","-110.2267","1390.2","2018-07",,,,
"US1AZPM0063","FLOWING WELLS 3.1 W, AZ US","32.2861","-111.0622","713.8","2018-07",,,,
"US1AZPM0062","TUCSON 8.0 NW, AZ US","32.2763","-110.9904","705.6","2018-07",,,,
"USR0000ATRA","TRAIL CABIN ARIZONA, AZ US","33.2667","-109.3683","1913.8","2018-07","30.4",",,,U","17.4",",,,U"
"US1COJF0343","WHEAT RIDGE 0.9 WSW, CO US","39.7667","-105.1142","1656.9","2018-07",,,,
"US1COPU0128","COLORADO CITY 1.6 W, CO US","37.9481","-104.8751","1893.7","2018-07",,,,
"USC00057936","STEAMBOAT SPRINGS, CO US","40.4883","-106.8233","2092.8","2018-07","30.2",",,,7","9.1",",,,7"
"USW00093010","LIMON, CO US","39.275","-103.666","1638.0","2018-07","30.5",",,,W","13.0",",,,W"
"USW00023184","PRESCOTT LOVE FIELD, AZ US","34.65167","-112.42083","1536.8","2018-07","32.4",",,,W","18.0",",,,W"
"USW00093013","MONTROSE REGIONAL AIRPORT, CO US","38.50583","-107.89889","1743.5","2018-07","33.7",",,,W","16.2",",,,W"
"USW00023183","PHOENIX AIRPORT, AZ US","33.4277","-112.0038","337.4","2018-07","42.0",",,,W","29.7",",,,W"
"US1COPU0122","RYE 2.0 ESE, CO US","37.9158","-104.8956","1983.6","2018-07",,,,
"US1COPU0121","RYE 7.5 E, CO US","37.9119","-104.7942","1862.3","2018-07",,,,
"USS0011H55S","DRY BREAD POND, UT US","41.41","-111.54","2545.1","2018-07","24.9",",,,T","12.6",",,,T"
"USC00299820","WOLF CANYON, NM US","35.9477","-106.7469","2505.5","2018-07","25.6",",,,7","7.6",",,,7"
"US1AZCH0039","HUACHUCA CITY 3.4 N, AZ US","31.6769","-110.3323","1318.6","2018-07",,,,
"USW00093005","DURANGO LA PLATA CO AIRPORT, CO US","37.14306","-107.76028","2033.0","2018-07","31.9",",,,W","12.6",",,,W"
"USR0000ACOL","COLUMBINE ARIZONA, AZ US","32.7039","-109.9139","2902.0","2018-07","21.1",",,,U","9.7",",,,U"
"USC00020683","BENSON 6 SE, AZ US","31.8805","-110.2403","1124.7","2018-07","36.6","1,,,7","19.8","1,,,7"
"USW00093009","LEADVILLE LAKE CO AIRPORT, CO US","39.22917","-106.31694","3027.3","2018-07","23.6",",,,W","4.4",",,,W"
"US1AZPM0051","TUCSON 2.5 WNW, AZ US","32.2144","-110.929","752.9","2018-07",,,,
"US1AZPM0050","TUCSON 4.1 NNW, AZ US","32.2536","-110.9075","743.7","2018-07",,,,
"US1COJF0332","LITTLETON 5.7 SW, CO US","39.5403","-105.0963","1692.9","2018-07",,,,
"US1COJF0331","GOLDEN 12.5 NW, CO US","39.8817","-105.3903","2801.7","2018-07",,,,
"USW00024046","CRAIG MOFFAT CO AIRPORT, CO US","40.49278","-107.52417","1886.7","2018-07","34.1",",,,W","9.9",",,,W"
"USW00003125","YUMA PROVING GROUND, AZ US","32.8356","-114.3942","98.8","2018-07","42.5",",,,7","29.1",",,,7"
"US1COAD0204","BRIGHTON 1.9 NNW, CO US","39.9839","-104.8081","1521.0","2018-07",,,,
"USC00028162","SPRINGERVILLE, AZ US","34.1311","-109.275","2133.0","2018-07","30.5",",,,7","12.4",",,,7"
"US1COJF0333","LAKEWOOD 1.7 SW, CO US","39.6774","-105.1367","1751.1","2018-07",,,,
"USW00023194","WINSLOW MUNICIPAL AIRPORT, AZ US","35.0281","-110.7208","1489.3","2018-07","36.4",",,,W","19.0",",,,W"
"US1COAD0208","THORNTON 7.1 N, CO US","39.9942","-104.9663","1567.9","2018-07",,,,
"USR0000CREF","RED FEATHER COLORADO, CO US","40.7981","-105.5722","2499.4","2018-07","24.9",",,,U","7.7",",,,U"
"USR0000CRED","RED DEER COLORADO, CO US","38.8272","-106.2111","2682.2","2018-07","27.3",",,,U","9.9",",,,U"
"USS0011P02S","FORT VALLEY, AZ US","35.27","-111.74","2240.3","2018-07",,,"8.4",",,,T"
"USC00054413","JULESBURG, CO US","40.9879","-102.2653","1059.8","2018-07","29.9",",,,7","16.4",",,,7"
"USR0000TOMB","TOM BEST SPRING UTAH, UT US","37.8167","-112.1167","2286.0","2018-07","28.7",",,,U","10.9",",,,U"
"US1AZPM0049","FLOWING WELLS 3.9 W, AZ US","32.3021","-111.0752","708.1","2018-07",,,,
